tournament,no,name,age,height,weight,profession,title,result
30,79,Darvish Kenji ,33,181,73,ミュージシャン,,0
30,80,Takeda Toshihiro ,39,171,61,消防士,SASUKEオールスターズ,1
30,81,Nakayama Kinnikun ,35,177,77,芸人,,1
30,82,Wakky ,41,178,68,芸人,,1
30,83,Kaneko Yousuke ,28,,,ダンサー,,0
30,84,Someya Koki ,26,180,80,アスリート,,1
30,85,Yamaguchi Kosuke ,33,,,アスリート,,0
30,86,Nagasaki Shunsuke ,27,173,70,アスリート,SASUKE新世代,2
30,88,Takeru ,22,168,60,アスリート,,0
30,89,Nakano Daisuke ,31,,,アスリート,,0
30,90,Lee En-Chih ,39,173,57,アスリート,foreign,2
30,91,Drew Drechsel ,25,175,73,インストラクター,foreign,2
30,92,Yamamoto Shingo ,39,171,67,職員,SASUKEオールスターズ,1
30,93,Urushihara Yuuji ,35,163,55,営業,SASUKE新世代,1
30,94,Matachi Ryo ,25,162,53,配管工,SASUKE新世代,3
30,95,Takahashi Kenji ,38,178,68,ドライバー,,1
30,96,Kanno Hitoshi ,29,168,64,デザイナー,SASUKE新世代,2
30,97,Shiratori Bunpei ,46,,,職員,,0
30,98,Asa Kazuma ,32,172,62,職人,SASUKE新世代,2
30,99,Nagano Makoto ,42,162,64,漁師,SASUKEオールスターズ,1
30,100,Morimoto Yusuke ,22,,,大学生,,1
29,1,Doi Yuuto ,19,,,ラッキーマン,,0
29,2,Hamatani Kenji ,35,,,芸人,,0
29,3,Kosugi Yusuke ,38,,,ドライバー,,0
29,4,MASA ,29,,,アーティスト,,0
29,5,Nakajima Hikaru ,20,,,アスリート,,0
29,6,Torisawa Katsuhide ,41,162,85,ボディビルダー,,0
29,7,Miyanaga Yuuta ,31,,,アスリート,,0
29,8,Iida Yoshinori ,20,,,会社員,,0
29,9,Kitamoto Tsuneo ,31,,,役員,,0
29,10,Hara Daijiro ,27,,,職員,,0
29,11,Kajiwara Yuuta ,32,163,48,芸人,,0
29,12,Takeda Kouzou ,40,,,アスリート,,0
29,13,Ishii Hitoshi ,23,,,営業,,0
29,14,Nishimura Takashi ,23,,,職人,,0
29,15,Honbo Hiroaki ,24,,,職人,,0
29,16,Miyamoto Kohei ,28,,,メッセンジャー,,0
29,17,Enokido Hayato ,23,,,ボディビルダー,,0
29,18,Narita Shinichirou ,28,,,役員,,0
29,19,Miyamoto Hiroshi ,30,,,職人,,0
29,20,Gondou Hiroyuki ,32,,,役員,,0
29,21,Suzuki Takayuki ,22,,,モデル,,0
29,22,Takano Tomomi ,25,,,モデル,,0
29,23,Onuki Yusuke ,24,,,ダンサー,,0
29,24,Sakamoto Naoki ,23,,,アスリート,,0
29,25,Sawaki Keiichi ,22,,,ダンサー,,0
29,26,Takauchi Hiroaki ,60,,,ドライバー,,0
29,27,Yoshino Kazutaka ,34,,,アーティスト,,0
29,28,Ookubo Kazunari ,35,,,スタッフ,,0
29,29,Maeda Ryu ,36,,,職人,,0
29,30,Suzuki Takahiko ,33,,,職員,,0
29,31,Sawayama Rina ,24,,,アスリート,,0
29,32,Minowaman ,37,,,アスリート,,0
29,33,Orakio ,35,165,75,芸人,,0
29,34,Mizoo Motohiro ,32,,,スタッフ,,0
29,35,Endo Seiichi ,58,,,職員,,0
29,36,Yamamoto Shingo ,38,171,67,職員,SASUKEオールスターズ,1
29,37,Yamazaki Yasuhiro ,43,,,アスリート,,0
29,38,Seto Shou ,19,,,職人,,0
29,39,Nakano Yuudai ,23,,,大学生,,0
29,40,Arashida Ryoichi ,41,,,会社員,,0
29,41,Hashimoto Kouji ,29,,,インストラクター,,1
29,42,RENA ,21,,,ダンサー,,0
29,43,Tsudaa Takahiro ,24,,,職人,,0
29,44,Namba Sumito ,35,,,セキュリティ　ガード,,0
29,45,Seto Takeo ,32,,,芸人,,0
29,46,Tomoyuki ,33,,,俳優,,0
29,47,Yamamoto Hiroshige ,20,,,職員,黒虎,0
29,48,Watanabe Yousuke ,29,,,職員,黒虎,0
29,49,Okada Satoma ,19,,,ダンサー,,0
29,50,Mizukawa Keishi ,32,,,職人,,0
29,51,Amano Joji ,28,,,アーティスト,,0
29,52,Shimoda Hiroki ,36,,,ドライバー,,0
29,53,Uchiyama Shintaro ,67,,,職員,,0
29,54,Onedari Yutaka ,27,,,芸人,,0
29,55,Kawamura Rika ,30,,,タレント,,0
29,56,Lee En-Chih ,38,173,57,アスリート,foreign,1
29,57,Morikami Daisuke ,28,,,アスリート,,1
29,58,Kobayashi Masaaki ,38,,,インストラクター,,0
29,59,Takigawa Tsuyoshi ,21,,,大学生,,0
29,60,Hoshikawa Taiga ,19,162,,教員,,1
29,61,Inoue Hidekazu ,27,,,職人,,1
29,62,Katakabe Hiromasa ,30,,,スタントマン,,1
29,63,Yoshida Hiromori ,21,,,インストラクター,,0
29,64,Kawashima Takayuki ,33,,,ダンサー,,0
29,65,Takami Toshiharu ,21,,,大学生,,1
29,66,Ookoshi Kouki ,24,,,大学生,,0
29,67,Ishikawa Terukazu ,35,,,役員,,1
29,68,Fujimatsu Tatsuhiro ,22,,,役員,,0
29,69,Iwabuchi Yuuta ,27,,,消防士,,0
29,70,Tomino Keita ,31,,,職員,,0
29,71,Nanbu Makoto ,26,,,教員,,0
29,72,Kurozumi Yoshie ,23,,,モデル,,0
29,73,Hioki Masashi ,32,168,60,営業,SASUKE新世代,1
29,74,Washimi Yuji ,35,,,職人,,0
29,75,Maeda Kyosuke ,20,,,ドライバー,,0
29,76,Itou Kousei ,19,,,大学生,,0
29,77,Toyoda Masashi ,30,,,インストラクター,,0
29,78,Tatayama Masaaki ,43,,,インストラクター,,0
29,79,Morimoto Yūsuke ,21,162.5,59,大学生,森本世代,2
29,80,Higashi Akinori ,28,,,美容師,,0
29,81,Hagiwara Tomoko ,33,,,アスリート,,0
29,82,Watanabe Mika ,34,,,主婦,くのいち,0
29,83,Miyazaki Ryo ,24,,,アスリート,,0
29,84,Nakano Daisuke ,30,,,インストラクター,,0
29,85,Nakayama Kinnikun ,34,177,77,芸人,,0
29,86,Wakky ,40,178,68,芸人,,1
29,87,Takahashi Kenji ,37,178,68,ドライバー,,2
29,88,Kishimoto Shinya ,33,,,工場人,,0
29,89,Okuyama Yoshiyuki ,43,,,インストラクター,,1
29,90,Kadono Yuuya ,24,,,インストラクター,,1
29,91,Yamamoto Keitaro ,21,164,59,教員,森本世代,1
29,92,Araki Naoyuki ,20,,,デザイナー,森本世代,0
29,93,Nagasaki Shunsuke ,26,173,70,アスリート,SASUKE新世代,1
29,94,Satō Hiromichi ,44,,,タレント,,0
29,95,Takeda Toshihiro ,38,171,61,消防士,SASUKEオールスターズ,0
29,96,Asa Kazuma ,31,172,62,職人,SASUKE新世代,2
29,97,Kanno Hitoshi ,28,168,64,デザイナー,SASUKE新世代,2
29,98,Matachi Ryo ,24,162,53,配管工,SASUKE新世代,1
29,99,Urushihara Yuuji ,34,163,55,営業,SASUKE新世代,1
29,100,Nagano Makoto ,41,162,64,漁師,SASUKEオールスターズ,0
28,1,Fukuda Yuuya ,22,,,,,0
28,2,Aoki Tsuyoshi ,25,,,インストラクター,,0
28,3,Kojima Yoshio ,32,178,70,芸人,,0
28,4,Soya Miyu ,20,,,バイト,,0
28,5,Yoshimi Ranmaru ,22,,,大学生,,0
28,6,Inoue Takuya ,23,,,職人,,0
28,7,Masumura Kouji ,40,,,会社員,,0
28,8,Yamada Tetsuya ,22,,,アスリート,,0
28,9,Torisawa Katsuhide ,40,162,85,職員,,0
28,10,Toyoda Masashi ,29,,,インストラクター,,0
28,11,Mystera ,39,,,マジシャン,,0
28,12,Inoue Hidekazu ,27,,,職人,,0
28,13,Miyamoto Hiroshi ,29,,,スタッフ,,0
28,14,Umemoto Fukutarou ,28,,,インストラクター,,0
28,15,Iiyama Kouta ,21,,,職人,,0
28,16,Sasaki Seitaro ,32,,,,foreign,0
28,17,Matsumoto Yuuma ,37,,,職人,,0
28,18,Kawakami Kyousuke ,30,,,ダンサー,,0
28,19,Tamura Takashi ,25,,,職員,,0
28,20,Itou Kosei ,18,,,高校生,,0
28,21,Tanaka Mitsuteru ,28,,,インストラクター,,0
28,22,Benkei ,24,,,忍者,,0
28,23,Saitou Kazuhiro ,30,,,アスリート,,0
28,24,Suzuki Yusuke ,34,171,58,教員,SASUKE新世代,0
28,25,Tamaya Yuudai ,28,,,消防士,,0
28,26,Cho Jung-Pil ,38,,,インストラクター,,0
28,27,Shimada Hiroyo ,29,,,クラブ,,0
28,28,Okamoto Shinichi ,36,,,医師,,0
28,29,Yasuda Ryou ,24,,,スタッフ,,0
28,30,Yamanaka Shusaku ,37,,,会社員,,0
28,31,Darvish Kenji ,32,181,73,ミュージシャン,,0
28,32,Shimizu Kazuki,22,,,俳優,,0
28,33,Suzuki Nana ,24,,,モデル,,0
28,34,Sekiguchi Mendy ,21,,,ダンサー,,0
28,35,Nicchiro ,34,180,,芸人,,0
28,36,Horii Arata ,20,,,ダンサー,,0
28,37,Gondou Hiroyuki ,32,,,職員,,0
28,38,Yogo Noriaki ,33,,,営業,,0
28,39,Hino Yuusuke ,29,,,職員,,0
28,40,Hashimoto Kouji ,28,,,インストラクター,,0
28,41,Sawayama Rina ,24,,,アスリート,,0
28,42,Murakami Takashi ,41,,,役員,,0
28,43,Kumagaya Taisuke ,36,,,会社員,,0
28,44,Someya Koki ,24,180,80,アスリート,,1
28,45,Suzuki Kumu ,22,,,調理師,,0
28,46,Miyazawa Kazutaka ,36,,,スタッフ,,0
28,47,Yamazaki Yasuhiro ,43,,,ドライバー,,0
28,48,Masaki Kei ,38,,,会社員,,0
28,49,Miyashita Yuusuke ,19,,,農家,,0
28,50,Yamada Takeshi ,29,,,会社員,,0
28,51,Amano Joji ,27,,,アーティスト,,0
28,52,Nogami Mana ,20,,,アスリート,,0
28,53,Kuramochi Minoru ,65,,,役員,,0
28,54,Drew Barybarymorebetter ,39,,,,,0
28,55,Oyamada Takuma ,13,,,中学生,,0
28,56,Sakamoto Shingo ,20,,,大学生,,0
28,57,Iida Yasuhiro ,30,,,スタッフ,,0
28,58,Asa Kazuma ,30,172,62,職人,SASUKE新世代,2
28,59,Murakami Akinori ,28,,,職人,,0
28,60,Hoshikawa Taiga ,18,162,,教員,,0
28,61,Sugimura Taizou ,33,,,タレント,,0
28,62,Seto Takeo ,32,,,芸人,,0
28,63,Ohura Ryuichi ,44,,,俳優,,0
28,64,Yoshizaki Kenji ,38,,,職員,,0
28,65,Mikado Tatsumi ,44,,,営業,,0
28,66,Tanaka Shunsuke ,34,,,役員,,0
28,67,Megumigawa Hiroyuki ,37,,,会社員,,0
28,68,Kashima Hisashi ,26,,,スタッフ,,0
28,69,Takami Toshiharu ,20,,,大学生,,0
28,70,Fujinami Koji ,41,,,職員,,0
28,71,Nakamura Yasutaka ,28,,,エンジニア,,0
28,72,Joe Lobeck ,22,,,インストラクター,foreign,0
28,73,Isaiah How ,22,,,会社員,foreign,0
28,74,Yokoyama Masakazu ,28,,,インストラクター,,0
28,75,Nakao Ryuichi ,36,,,職員,,0
28,76,Iketani Naoki ,39,168,58,アスリート,,0
28,77,Hososhima Osamu ,37,,,医師,,0
28,78,Okamoto Sei ,23,,,職員,,0
28,79,Hamamoto Hideki ,39,,,職人,,0
28,80,Yasuda Tomoya ,30,,,会社員,,0
28,81,Nakayama Kinnikun ,34,177,77,芸人,,0
28,82,Watanabe Mika ,34,,,主婦,くのいち,0
28,83,Lee En-Chih ,38,173,57,アスリート,foreign,0
28,84,Kusano Seiya ,24,,,職員,,0
28,85,Wakky ,40,178,68,芸人,,0
28,86,Fifty ,24,,,ダンサー,,0
28,87,Matachi Ryo ,23,162,53,職人,SASUKE新世代,1
28,88,Urushihara Yuuji ,34,163,55,営業,SASUKE新世代,2
28,89,Kanno Hitoshi ,27,168,64,デザイナー,SASUKE新世代,2
28,90,Kaneko Yousuke ,26,,,ダンサー,,0
28,91,Hagiwara Tomoko ,32,,,アスリート,,0
28,92,Mohammed Farid Isham ,30,,,役員,foreign,0
28,93,Alan Zhang ,26,,,インストラクター,foreign,0
28,94,Will Dodd ,27,,,,foreign,0
28,95,Sakamoto Koki ,26,,,アスリート,,0
28,96,Akiyama Kazuhiko ,39,161,56,,SASUKEオールスターズ,0
28,97,Takeda Toshihiro ,37,171,61,消防士,SASUKEオールスターズ,0
28,98,Yamamoto Shingo ,38,171,67,職員,SASUKEオールスターズ,0
28,99,Yamada Katsumi ,47,175,75,職員,SASUKEオールスターズ,0
28,100,Nagano Makoto ,40,162,64,漁師,SASUKEオールスターズ,0
